Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
226,"['CC1210', 'CC2538', 'CC1198', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
227,"['CC1152', 'CC2277', 'CC1247', 'CC2246', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
228,"['CC3840', 'CC2654', 'CC3473', 'CC1874']",EDDF,EIDW,08:45:00,22:15:00,0 days 08:00:00,555.0,2565.0
229,"['CC1110', 'CC2724', 'CC3473', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 07:20:00,1215.0,3072.333333333333
230,"['CC4920', 'CC2002', 'CC1814']",LPPT,EIDW,08:30:00,22:45:00,0 days 07:05:00,555.0,2355.083333333333
231,"['CC1152', 'CC2398', 'CC1198', 'CC2204', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
232,"['CC1152', 'CC2032', 'CC1551', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:35:00,555.0,2469.583333333333
233,"['CC3621', 'CC1918', 'CC1435', 'CC2302', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:15:00,555.0,2851.25
234,"['CC1110', 'CC3293', 'CC4974', 'CC2146']",EGLL,EGLL,06:50:00,19:50:00,0 days 08:40:00,0.0,2162.666666666667
235,"['CC1210', 'CC2654', 'CC3644', 'CC2875']",EGLL,EDDF,06:05:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
236,"['CC3677', 'CC2277', 'CC1198', 'CC2697', 'CC3568']",EHAM,LFPG,07:40:00,20:50:00,0 days 08:45:00,1215.0,3396.75
237,"['CC3621', 'CC1940', 'CC1301', 'CC2146', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 09:05:00,555.0,2813.083333333333
238,"['CC1210', 'CC1918', 'CC1011', 'CC2146', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:20:00,1215.0,3301.333333333333
239,"['CC3897', 'CC2032', 'CC1247', 'CC2066', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
240,"['CC2361', 'CC1551', 'CC2246', 'CC1125']",LFPG,LFPG,09:35:00,22:05:00,0 days 07:10:00,0.0,1819.1666666666667
241,"['CC1210', 'CC2032', 'CC1247', 'CC2697', 'CC3568']",EGLL,LFPG,06:05:00,20:50:00,0 days 08:30:00,1215.0,3339.5
242,"['CC1210', 'CC2175', 'CC1198', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 06:45:00,705.0,2428.75
243,"['CC3897', 'CC2332', 'CC1301', 'CC2875']",EDDF,EDDF,06:05:00,23:05:00,0 days 07:40:00,0.0,1933.6666666666667
244,"['CC3621', 'CC2361', 'CC1394', 'CC3191']",EHAM,ESSA,06:20:00,23:20:00,0 days 08:45:00,540.0,2721.75
245,"['CC1210', 'CC2486', 'CC1394', 'CC2204']",EGLL,EGLL,06:05:00,19:20:00,0 days 07:10:00,0.0,1819.1666666666667
246,"['CC1210', 'CC2398', 'CC1198', 'CC2066', 'CC1874']",EGLL,EIDW,06:05:00,22:15:00,0 days 09:00:00,555.0,2794.0
247,"['CC2097', 'CC1463', 'CC2066']",LFPG,EGLL,06:30:00,17:30:00,0 days 05:10:00,785.0,2146.166666666667
248,"['CC1152', 'CC2032', 'CC1301', 'CC2146', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:30:00,1215.0,3339.5
249,"['CC1674', 'CC3778', 'CC2302', 'CC1031']",EGLL,LFPG,06:35:00,17:45:00,0 days 07:20:00,1215.0,3072.333333333333
250,"['CC2745', 'CC3778', 'CC2302', 'CC1814']",LFPG,EIDW,07:30:00,22:45:00,0 days 07:30:00,555.0,2450.5
251,"['CC1463', 'CC2066']",EGLL,EGLL,11:35:00,17:30:00,0 days 03:30:00,0.0,979.5
252,"['CC3897', 'CC2361', 'CC1247', 'CC2066', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
253,"['CC1210', 'CC2175', 'CC1373', 'CC2654', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
254,"['CC1069', 'CC2500']",EGLL,EGLL,08:55:00,16:15:00,0 days 03:40:00,0.0,1017.6666666666666
255,"['CC2745', 'CC3741', 'CC2579', 'CC3644', 'CC2875']",LFPG,EDDF,07:30:00,23:05:00,0 days 09:00:00,650.0,2889.0
256,"['CC1110', 'CC2302', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 05:20:00,1215.0,2614.333333333333
257,"['CC1210', 'CC1918', 'CC1435', 'CC2654', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
258,"['CC1638', 'CC2032', 'CC1198', 'CC2146', 'CC1490']",EGLL,LFPG,07:20:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
259,"['CC3621', 'CC2398', 'CC1551', 'CC2066', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:45:00,1215.0,3396.75
260,"['CC2097', 'CC1373', 'CC2002', 'CC1527']",LFPG,LFPG,06:30:00,22:30:00,0 days 07:00:00,0.0,1781.0
261,"['CC4920', 'CC2124', 'CC1582', 'CC2875']",LPPT,EDDF,08:30:00,23:05:00,0 days 08:45:00,650.0,2831.75
262,"['CC1152', 'CC2032', 'CC1551', 'CC2443', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
263,"['CC1674', 'CC3778', 'CC2124', 'CC1394', 'CC3056']",EGLL,EDDM,06:35:00,22:55:00,0 days 09:35:00,660.0,3032.583333333333
264,"['CC1210', 'CC2175', 'CC1463', 'CC2066', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 08:55:00,705.0,2924.916666666667
265,"['CC2410', 'CC1284', 'CC2724', 'CC3404', 'CC1701']",LFPG,EHAM,07:25:00,21:35:00,0 days 09:25:00,705.0,3039.416666666667
266,"['CC1152', 'CC2538', 'CC1551', 'CC2806']",EGLL,EHAM,06:50:00,18:40:00,0 days 07:15:00,705.0,2543.25
267,"['CC1373', 'CC2124', 'CC1394', 'CC1975']",EGLL,EGLL,10:40:00,20:35:00,0 days 07:00:00,0.0,1781.0
268,"['CC3897', 'CC2032', 'CC1198', 'CC2443', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:15:00,705.0,3001.25
269,"['CC3741', 'CC2579', 'CC3473', 'CC1874']",EHAM,EIDW,10:20:00,22:15:00,0 days 07:45:00,555.0,2507.75
270,"['CC1638', 'CC2124', 'CC1582', 'CC3056']",EGLL,EDDM,07:20:00,22:55:00,0 days 07:45:00,660.0,2612.75
271,"['CC1210', 'CC2032', 'CC1198', 'CC2246', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:40:00,1215.0,3377.666666666667
272,"['CC1674', 'CC3741', 'CC2124', 'CC1601', 'CC2594']",EGLL,EHAM,06:35:00,22:35:00,0 days 09:15:00,705.0,3001.25
273,"['CC2097', 'CC1284', 'CC2724', 'CC3404', 'CC1490']",LFPG,LFPG,06:30:00,22:20:00,0 days 09:00:00,0.0,2239.0
274,"['CC1110', 'CC2398', 'CC1551', 'CC2443']",EGLL,EGLL,06:50:00,17:55:00,0 days 07:10:00,0.0,1819.1666666666667
275,"['CC1733', 'CC3509', 'CC1601', 'CC2875']",EGLL,EDDF,08:55:00,23:05:00,0 days 08:10:00,650.0,2698.166666666667
276,"['CC1069', 'CC2332', 'CC1601', 'CC2953']",EGLL,LEMD,08:55:00,21:50:00,0 days 08:25:00,555.0,2660.416666666667
277,"['CC1210', 'CC1918', 'CC1394', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 08:30:00,540.0,2664.5
278,"['CC1638', 'CC2654', 'CC3404', 'CC1874']",EGLL,EIDW,07:20:00,22:15:00,0 days 08:00:00,555.0,2565.0
279,"['CC1152', 'CC2398', 'CC1799', 'CC4781']",EGLL,LFPG,06:50:00,20:00:00,0 days 08:05:00,1215.0,3244.083333333333
280,"['CC2410', 'CC1284', 'CC2486', 'CC1582']",LFPG,LFPG,07:25:00,18:55:00,0 days 07:10:00,0.0,1819.1666666666667
281,"['CC2175', 'CC1551', 'CC2066']",LFPG,EGLL,08:25:00,17:30:00,0 days 05:10:00,785.0,2146.166666666667
282,"['CC1069', 'CC2486', 'CC1301', 'CC2204']",EGLL,EGLL,08:55:00,19:20:00,0 days 07:10:00,0.0,1819.1666666666667
283,"['CC3621', 'CC2124', 'CC1031', 'CC2627']",EHAM,EHAM,06:20:00,21:20:00,0 days 06:50:00,0.0,1742.8333333333333
284,"['CC2745', 'CC3741', 'CC2443', 'CC1125']",LFPG,LFPG,07:30:00,22:05:00,0 days 07:00:00,0.0,1781.0
285,"['CC4215', 'CC2066', 'CC1125']",LEMD,LFPG,13:20:00,22:05:00,0 days 06:15:00,1215.0,2824.25
286,"['CC1638', 'CC2332', 'CC1582', 'CC3056']",EGLL,EDDM,07:20:00,22:55:00,0 days 07:55:00,660.0,2650.916666666667
287,"['CC1674', 'CC3741', 'CC2654', 'CC3597', 'CC3191']",EGLL,ESSA,06:35:00,23:20:00,0 days 10:40:00,540.0,3160.6666666666665
288,"['CC3677', 'CC2579', 'CC3434']",EHAM,EGLL,07:40:00,18:00:00,0 days 05:35:00,785.0,2241.583333333333
289,"['CC3840', 'CC2246', 'CC1527']",EDDF,LFPG,08:45:00,22:30:00,0 days 05:40:00,1215.0,2690.666666666667
290,"['CC1152', 'CC2398', 'CC1198', 'CC2246', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 08:50:00,1215.0,3415.833333333333
291,"['CC1110', 'CC2361', 'CC1799']",EGLL,EIDW,06:50:00,14:00:00,0 days 05:40:00,555.0,2030.6666666666667
292,"['CC2097', 'CC1069', 'CC2654', 'CC3473', 'CC1762']",LFPG,EHAM,06:30:00,19:35:00,0 days 09:15:00,705.0,3001.25
293,"['CC1210', 'CC2175', 'CC1435', 'CC2806', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
294,"['CC1198', 'CC2146']",EGLL,EGLL,14:10:00,19:50:00,0 days 03:20:00,0.0,941.3333333333334
295,"['CC1210', 'CC2361', 'CC1551', 'CC2204']",EGLL,EGLL,06:05:00,19:20:00,0 days 07:10:00,0.0,1819.1666666666667
296,"['CC2097', 'CC1463', 'CC2066', 'CC1347']",LFPG,LFPG,06:30:00,20:20:00,0 days 07:00:00,0.0,1781.0
297,"['CC1210', 'CC2398', 'CC1198', 'CC2066', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:40:00,1215.0,3377.666666666667
298,"['CC2410', 'CC1373', 'CC2002', 'CC1301']",LFPG,LFPG,07:25:00,16:30:00,0 days 07:10:00,0.0,1819.1666666666667
299,"['CC1210', 'CC2002', 'CC1031']",EGLL,LFPG,06:05:00,17:45:00,0 days 05:00:00,1215.0,2538.0
300,"['CC1463', 'CC2302', 'CC1031', 'CC2627']",EGLL,EHAM,11:35:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
301,"['CC3621', 'CC2398', 'CC1551', 'CC2246']",EHAM,EGLL,06:20:00,17:40:00,0 days 07:15:00,785.0,2623.25
302,"['CC4829', 'CC1940', 'CC1394', 'CC2204', 'CC1874']",EIDW,EIDW,07:45:00,22:15:00,0 days 10:05:00,0.0,2487.0833333333335
303,"['CC1069', 'CC2654', 'CC3597', 'CC2875']",EGLL,EDDF,08:55:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
304,"['CC2361', 'CC1551', 'CC3149', 'CC4679']",LFPG,EGLL,09:35:00,20:55:00,0 days 08:15:00,785.0,2852.25
305,"['CC3897', 'CC2361', 'CC1551', 'CC2066', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:30:00,555.0,2908.5
306,"['CC3741', 'CC2066', 'CC1490']",EHAM,LFPG,10:20:00,22:20:00,0 days 05:15:00,1215.0,2595.25
307,"['CC1638', 'CC2486', 'CC1701']",EGLL,EHAM,07:20:00,21:35:00,0 days 05:55:00,705.0,2237.916666666667
308,"['CC1210', 'CC2538', 'CC1198', 'CC2066']",EGLL,EGLL,06:05:00,17:30:00,0 days 07:00:00,0.0,1781.0
309,"['CC1918', 'CC1551']",LFPG,LFPG,08:50:00,14:50:00,0 days 03:30:00,0.0,979.5
310,"['CC2032', 'CC1247', 'CC1975']",LFPG,EGLL,10:40:00,20:35:00,0 days 05:00:00,785.0,2108.0
311,"['CC4694', 'CC1198', 'CC2697', 'CC3540']",EIDW,LFPG,09:40:00,22:35:00,0 days 07:20:00,1215.0,3072.333333333333
312,"['CC1110', 'CC2124', 'CC1394', 'CC2204', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
313,"['CC1110', 'CC2992']",EGLL,LEBL,06:50:00,15:40:00,0 days 04:20:00,775.0,1945.3333333333335
314,"['CC3778', 'CC2246', 'CC1814']",EHAM,EIDW,10:35:00,22:45:00,0 days 05:45:00,555.0,2049.75
315,"['CC3897', 'CC3293', 'CC5095', 'CC4314']",EDDF,LFPG,06:05:00,22:10:00,0 days 09:05:00,1215.0,3473.083333333333
316,"['CC3677', 'CC1940', 'CC1301', 'CC1975']",EHAM,EGLL,07:40:00,20:35:00,0 days 06:55:00,785.0,2546.916666666667
317,"['CC1435', 'CC2500', 'CC1527']",EGLL,LFPG,10:55:00,22:30:00,0 days 05:40:00,1215.0,2690.666666666667
318,"['CC1210', 'CC1940', 'CC1301', 'CC2146', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
319,"['CC2175', 'CC1551', 'CC2246', 'CC1347']",LFPG,LFPG,08:25:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
320,"['CC1638', 'CC2002', 'CC1301', 'CC2204', 'CC1814']",EGLL,EIDW,07:20:00,22:45:00,0 days 09:30:00,555.0,2908.5
321,"['CC4078', 'CC4457', 'CC3960', 'CC4519']",EDDF,EDDF,07:35:00,21:10:00,0 days 06:20:00,0.0,1628.3333333333333
322,"['CC3677', 'CC2124', 'CC1601', 'CC2953']",EHAM,LEMD,07:40:00,21:50:00,0 days 08:20:00,555.0,2641.333333333333
323,"['CC2097', 'CC1373', 'CC2443', 'CC1125']",LFPG,LFPG,06:30:00,22:05:00,0 days 07:00:00,0.0,1781.0
324,"['CC2410', 'CC1247', 'CC2953']",LFPG,LEMD,07:25:00,21:50:00,0 days 06:25:00,555.0,2202.416666666667
325,"['CC3897', 'CC1918', 'CC1435', 'CC2204', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:10:00,1215.0,3492.166666666667
326,"['CC4694', 'CC1247', 'CC2443', 'CC1527']",EIDW,LFPG,09:40:00,22:30:00,0 days 07:30:00,1215.0,3110.5
327,"['CC1210', 'CC1918', 'CC1011', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 08:20:00,540.0,2626.333333333333
328,"['CC1110', 'CC2538', 'CC1247', 'CC2246', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
329,"['CC1674', 'CC3741', 'CC2724', 'CC3434', 'CC1490']",EGLL,LFPG,06:35:00,22:20:00,0 days 09:30:00,1215.0,3568.5
330,"['CC1210', 'CC1940', 'CC1601', 'CC2146', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
331,"['CC1674', 'CC3741', 'CC2246']",EGLL,EGLL,06:35:00,17:40:00,0 days 05:40:00,0.0,1475.6666666666667
332,"['CC2032', 'CC1551', 'CC2146', 'CC1527']",LFPG,LFPG,10:40:00,22:30:00,0 days 07:00:00,0.0,1781.0
333,"['CC3621', 'CC3293', 'CC5070', 'CC4047', 'CC4314']",EHAM,LFPG,06:20:00,22:10:00,0 days 10:20:00,1215.0,3759.3333333333335
334,"['CC2410', 'CC1011', 'CC3149']",LFPG,EIDW,07:25:00,17:50:00,0 days 05:55:00,555.0,2087.916666666667
335,"['CC1152', 'CC2398', 'CC1601', 'CC2146', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 09:00:00,1215.0,3454.0
336,"['CC1210', 'CC2654', 'CC3404', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 07:35:00,705.0,2619.583333333333
337,"['CC1152', 'CC2002', 'CC1601', 'CC2146', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
338,"['CC4694', 'CC1247', 'CC2246', 'CC1490']",EIDW,LFPG,09:40:00,22:20:00,0 days 07:30:00,1215.0,3110.5
339,"['CC3621', 'CC1940', 'CC1347']",EHAM,LFPG,06:20:00,20:20:00,0 days 05:15:00,1215.0,2595.25
340,"['CC2410', 'CC1435', 'CC2654', 'CC3404', 'CC1814']",LFPG,EIDW,07:25:00,22:45:00,0 days 09:40:00,555.0,2946.6666666666665
341,"['CC2410', 'CC1284', 'CC2579', 'CC3473', 'CC1527']",LFPG,LFPG,07:25:00,22:30:00,0 days 09:10:00,0.0,2277.166666666667
342,"['CC1638', 'CC2500', 'CC1582', 'CC2594']",EGLL,EHAM,07:20:00,22:35:00,0 days 07:35:00,705.0,2619.583333333333
343,"['CC1152', 'CC2032', 'CC1551', 'CC2697', 'CC3568']",EGLL,LFPG,06:50:00,20:50:00,0 days 08:40:00,1215.0,3377.666666666667
344,"['CC3677', 'CC2002', 'CC1031', 'CC2146', 'CC1814']",EHAM,EIDW,07:40:00,22:45:00,0 days 08:55:00,555.0,2774.916666666667
345,"['CC3677', 'CC2277', 'CC1394', 'CC3056']",EHAM,EDDM,07:40:00,22:55:00,0 days 07:40:00,660.0,2593.666666666667
346,"['CC4106', 'CC4375', 'CC3960', 'CC4314']",EDDF,LFPG,07:50:00,22:10:00,0 days 07:00:00,1215.0,2996.0
347,"['CC3897', 'CC2302', 'CC1347', 'CC2594']",EDDF,EHAM,06:05:00,22:35:00,0 days 07:25:00,705.0,2581.416666666667
348,"['CC2097', 'CC1394', 'CC2204', 'CC1874']",LFPG,EIDW,06:30:00,22:15:00,0 days 07:30:00,555.0,2450.5
349,"['CC3840', 'CC2002', 'CC1031', 'CC2875']",EDDF,EDDF,08:45:00,23:05:00,0 days 07:20:00,0.0,1857.3333333333333
350,"['CC1918', 'CC1435', 'CC2302', 'CC1701']",LFPG,EHAM,08:50:00,21:35:00,0 days 07:25:00,705.0,2581.416666666667
351,"['CC3897', 'CC2032', 'CC1247', 'CC3149']",EDDF,EIDW,06:05:00,17:50:00,0 days 07:45:00,555.0,2507.75
352,"['CC3621', 'CC2277', 'CC1011', 'CC2066', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:35:00,1215.0,3358.583333333333
353,"['CC3621', 'CC1940', 'CC1301', 'CC2146', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:45:00,1215.0,3396.75
354,"['CC2410', 'CC1247', 'CC2697', 'CC3644']",LFPG,LFPG,07:25:00,19:45:00,0 days 07:00:00,0.0,1781.0
355,"['CC1110', 'CC2032', 'CC1601', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
356,"['CC1210', 'CC2361', 'CC1301', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
357,"['CC2097', 'CC1031', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 05:05:00,705.0,2047.0833333333333
358,"['CC1210', 'CC2486', 'CC1301', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 08:40:00,540.0,2702.666666666667
359,"['CC2410', 'CC1301', 'CC3191']",LFPG,ESSA,07:25:00,23:20:00,0 days 07:00:00,540.0,2321.0
360,"['CC1152', 'CC2277', 'CC1247', 'CC2246', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 08:50:00,1215.0,3415.833333333333
361,"['CC4829', 'CC3087', 'CC4282']",EIDW,LFPG,07:45:00,22:15:00,0 days 07:05:00,1215.0,3015.083333333333
362,"['CC1110', 'CC2277', 'CC1198', 'CC3191']",EGLL,ESSA,06:50:00,23:20:00,0 days 08:30:00,540.0,2664.5
363,"['CC1152', 'CC2398', 'CC1551', 'CC2806', 'CC3568']",EGLL,LFPG,06:50:00,20:50:00,0 days 08:50:00,1215.0,3415.833333333333
364,"['CC1110', 'CC2361', 'CC1031', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
365,"['CC2745', 'CC3778', 'CC2579', 'CC3473', 'CC1874']",LFPG,EIDW,07:30:00,22:15:00,0 days 09:30:00,555.0,2908.5
366,"['CC3897', 'CC2538', 'CC1551', 'CC2443', 'CC1874']",EDDF,EIDW,06:05:00,22:15:00,0 days 09:50:00,555.0,2984.8333333333335
367,"['CC1210', 'CC1918', 'CC1463', 'CC2302', 'CC1762']",EGLL,EHAM,06:05:00,19:35:00,0 days 09:05:00,705.0,2963.083333333333
368,"['CC3677', 'CC1940', 'CC1394', 'CC2146', 'CC1490']",EHAM,LFPG,07:40:00,22:20:00,0 days 08:45:00,1215.0,3396.75
369,"['CC3621', 'CC2398', 'CC1762']",EHAM,EHAM,06:20:00,19:35:00,0 days 05:40:00,0.0,1475.6666666666667
370,"['CC2277', 'CC1011', 'CC2246', 'CC1347']",LFPG,LFPG,10:10:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
371,"['CC4200', 'CC4974', 'CC2627']",EDDF,EHAM,09:25:00,21:20:00,0 days 06:30:00,705.0,2371.5
372,"['CC3621', 'CC2654', 'CC3473', 'CC1347']",EHAM,LFPG,06:20:00,20:20:00,0 days 07:25:00,1215.0,3091.416666666667
373,"['CC1110', 'CC2032', 'CC1011', 'CC2443', 'CC1874']",EGLL,EIDW,06:50:00,22:15:00,0 days 09:00:00,555.0,2794.0
374,"['CC1210', 'CC2175', 'CC1463', 'CC2066']",EGLL,EGLL,06:05:00,17:30:00,0 days 06:50:00,0.0,1742.8333333333333
375,"['CC3677', 'CC2849', 'CC4009']",EHAM,EDDM,07:40:00,21:15:00,0 days 05:20:00,660.0,2059.333333333333
376,"['CC3741', 'CC2654', 'CC3404', 'CC1347', 'CC2594']",EHAM,EHAM,10:20:00,22:35:00,0 days 09:10:00,0.0,2277.166666666667
377,"['CC5070', 'CC3960', 'CC4519']",EDDT,EDDF,12:50:00,21:10:00,0 days 05:15:00,650.0,2030.25
378,"['CC2745', 'CC3741', 'CC2724', 'CC3404', 'CC1701']",LFPG,EHAM,07:30:00,21:35:00,0 days 09:25:00,705.0,3039.416666666667
379,"['CC2361', 'CC1011', 'CC2773', 'CC3540']",LFPG,LFPG,09:35:00,22:35:00,0 days 07:00:00,0.0,1781.0
380,"['CC1110', 'CC2032', 'CC1394', 'CC2146', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:00:00,555.0,2794.0
381,"['CC1210', 'CC1918', 'CC1011', 'CC2773', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:30:00,1215.0,3339.5
382,"['CC3897', 'CC2398', 'CC1551', 'CC2806']",EDDF,EHAM,06:05:00,18:40:00,0 days 07:25:00,705.0,2581.416666666667
383,"['CC2410', 'CC1373', 'CC2697', 'CC3597', 'CC2594']",LFPG,EHAM,07:25:00,22:35:00,0 days 08:55:00,705.0,2924.916666666667
384,"['CC1110', 'CC2002', 'CC1394', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
385,"['CC1638', 'CC2332', 'CC1301', 'CC3056']",EGLL,EDDM,07:20:00,22:55:00,0 days 07:55:00,660.0,2650.916666666667
386,"['CC2097', 'CC1069', 'CC2500', 'CC1347']",LFPG,LFPG,06:30:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
387,"['CC1918', 'CC1463', 'CC2992']",LFPG,LEBL,08:50:00,15:40:00,0 days 06:10:00,775.0,2365.166666666667
388,"['CC3741', 'CC2124', 'CC1601', 'CC2146']",EHAM,EGLL,10:20:00,19:50:00,0 days 07:05:00,785.0,2585.083333333333
389,"['CC2410', 'CC1551', 'CC2443']",LFPG,EGLL,07:25:00,17:55:00,0 days 05:30:00,785.0,2222.5
390,"['CC3621', 'CC2277', 'CC1011', 'CC2204', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:55:00,1215.0,3434.916666666667
391,"['CC1069', 'CC2332', 'CC1394', 'CC2146', 'CC1125']",EGLL,LFPG,08:55:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
392,"['CC1069', 'CC2332', 'CC1394', 'CC2146', 'CC1527']",EGLL,LFPG,08:55:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
393,"['CC1674', 'CC3778', 'CC2124', 'CC1394', 'CC2594']",EGLL,EHAM,06:35:00,22:35:00,0 days 09:05:00,705.0,2963.083333333333
394,"['CC1210', 'CC2175', 'CC1463', 'CC2204', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
395,"['CC1210', 'CC2277', 'CC1198', 'CC2066', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
396,"['CC2538', 'CC1301', 'CC2146', 'CC1125']",LFPG,LFPG,09:30:00,22:05:00,0 days 07:10:00,0.0,1819.1666666666667
397,"['CC1152', 'CC2361', 'CC1582', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
398,"['CC1638', 'CC2849', 'CC3809']",EGLL,LFPG,07:20:00,22:35:00,0 days 06:00:00,1215.0,2767.0
399,"['CC1210', 'CC1940', 'CC1601', 'CC2953']",EGLL,LEMD,06:05:00,21:50:00,0 days 08:15:00,555.0,2622.25
400,"['CC2097', 'CC1551', 'CC2443', 'CC1347']",LFPG,LFPG,06:30:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
401,"['CC2745', 'CC3778', 'CC2002', 'CC1582', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 09:15:00,660.0,2956.25
402,"['CC1210', 'CC2361', 'CC1011', 'CC3149']",EGLL,EIDW,06:05:00,17:50:00,0 days 07:35:00,555.0,2469.583333333333
403,"['CC3621', 'CC2066', 'CC1527']",EHAM,LFPG,06:20:00,22:30:00,0 days 05:15:00,1215.0,2595.25
404,"['CC1069', 'CC2697', 'CC3597', 'CC3191']",EGLL,ESSA,08:55:00,23:20:00,0 days 08:30:00,540.0,2664.5
405,"['CC1210', 'CC2175', 'CC1373', 'CC2002', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
406,"['CC1152', 'CC2925', 'CC3960']",EGLL,EDDM,06:50:00,19:00:00,0 days 05:15:00,660.0,2040.25
407,"['CC3741', 'CC2849', 'CC4047', 'CC4519']",EHAM,EDDF,10:20:00,21:10:00,0 days 06:55:00,650.0,2411.916666666667
408,"['CC1210', 'CC2361', 'CC1198', 'CC3149', 'CC4679']",EGLL,EGLL,06:05:00,20:55:00,0 days 09:45:00,0.0,2410.75
409,"['CC1152', 'CC2398', 'CC1011', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
410,"['CC3677', 'CC2277', 'CC1247', 'CC1975']",EHAM,EGLL,07:40:00,20:35:00,0 days 06:55:00,785.0,2546.916666666667
